condition,question_id,video_id,set,question,generated_answer,actual_answer,kg_components,kg_hint_used,judge_score
A_ZeroShot,17280,clip_004.mp4,Set_33,What painted symbol is visible on the center lane closest to the camera?,X,"A marked box outlines the rail crossing, signaling cars not to block the tracks.",none,False,0
A_ZeroShot,17287,clip_004.mp4,Set_33,What coloring is visible on the tall building situated on the right side?,White and black.,a subdued concrete-colored facade.,none,False,0
A_ZeroShot,17291,clip_005.mp4,Set_33,What road marking is visible on the center lane nearest the camera?,Center line,The roadway shows a boxed keep-clear marking around the rails for crossing safety.,none,False,0
A_ZeroShot,17299,clip_006.mp4,Set_33,What color tone does the tall building on the right appear to have?,The tall building on the right appears to have a grey tone.,a pale neutral-toned facade.,none,False,1
A_ZeroShot,17301,clip_006.mp4,Set_33,What pavement marking is visible on the center lane nearest the camera?,Centerline,The roadway shows a boxed keep-clear marking around the rails for crossing safety.,none,False,0
A_ZeroShot,17308,clip_007.mp4,Set_33,What lane marking is visible on the center lane nearest the camera?,Center line,A boxed road marking surrounds the rail crossing to keep vehicles clear when a train approaches.,none,False,0
A_ZeroShot,17327,clip_008.mp4,Set_33,What painted marking is visible on the center lane nearest the camera?,A white cross is painted on the center lane nearest the camera.,Clear natural lighting is present.,none,False,1
A_ZeroShot,17334,clip_009.mp4,Set_33,What painted symbol is visible on the center lane nearest the camera?,X,A rectangular keep-clear marking surrounds the tracks to keep the crossing unobstructed.,none,False,0
A_ZeroShot,17338,clip_010.mp4,Set_33,What road marking is visible on the center lane near the camera?,The center lane near the camera has a solid white line.,A boxed road marking surrounds the rail crossing to keep vehicles clear when a train approaches.,none,False,0
A_ZeroShot,17340,clip_010.mp4,Set_33,What is the visible exterior color of the tall building along the right side?,White and black.,a light stone-colored building.,none,False,0
A_ZeroShot,17353,clip_011.mp4,Set_33,Can you determine what is the purpose of the train tracks?,"No, I cannot determine the purpose of the train tracks from the given information.",The tracks are surrounded by a marked box that signals drivers to leave the area unobstructed.,none,False,1
A_ZeroShot,17362,clip_012.mp4,Set_33,What pavement marking is visible on the center lane near the camera?,Centerline,A safety box is painted around the tracks to prevent vehicles from waiting in that zone.,none,False,0
A_ZeroShot,17365,clip_012.mp4,Set_33,What is the apparent color of the tall building located to the right of the roadway?,White,a pale gray-toned structure.,none,False,0
A_ZeroShot,17377,clip_013.mp4,Set_33,What lane marking is visible on the center lane near the camera?,Center line,The area appears sunlit.,none,False,1
A_ZeroShot,17378,clip_014.mp4,Set_33,What painted marking is visible on the center lane near the camera?,A crosswalk is visible on the center lane near the camera.,A boxed road marking surrounds the rail crossing to keep vehicles clear when a train approaches.,none,False,0
A_ZeroShot,17392,clip_015.mp4,Set_33,What shade is the tall building positioned on the right side of the street?,The tall building positioned on the right side of the street is white in color.,The area appears sunlit.,none,False,0
A_ZeroShot,17396,clip_015.mp4,Set_33,What painted symbol is visible on the center lane near the camera?,X,A painted box around the tracks indicates the area should remain clear for train movement.,none,False,0
A_ZeroShot,17405,clip_016.mp4,Set_33,What road marking is visible on the center lane at the front of the frame?,Center line,The crossing is highlighted by a boxed junction marking that discourages vehicles from stopping over the rails.,none,False,0
A_ZeroShot,17411,clip_017.mp4,Set_33,What pavement marking is visible on the center lane at the front of the frame?,Center line,The roadway shows a boxed keep-clear marking around the rails for crossing safety.,none,False,0
A_ZeroShot,17427,clip_018.mp4,Set_33,What lane marking is visible on the center lane at the front of the frame?,Center line,The tracks are surrounded by a marked keep-clear zone to help avoid blocking the crossing.,none,False,1
A_ZeroShot,17436,clip_019.mp4,Set_33,What painted marking is visible on the center lane at the front of the frame?,A solid white line is visible on the center lane at the front of the frame.,The lighting is bright and natural.,none,False,1
A_ZeroShot,17446,clip_020.mp4,Set_33,What painted symbol is visible on the center lane at the front of the frame?,X,A painted box around the tracks indicates the area should remain clear for train movement.,none,False,0
A_ZeroShot,17450,clip_021.mp4,Set_33,What road marking is visible on the center lane in the near end of the view?,Center line,"A marked box outlines the rail crossing, signaling cars not to block the tracks.",none,False,0
A_ZeroShot,17458,clip_022.mp4,Set_33,How would you describe the color of the tall structure on the right side of the roadway?,The tall structure on the right side of the roadway is white in color.,a light concrete-colored exterior.,none,False,0
A_ZeroShot,17466,clip_022.mp4,Set_33,What pavement marking is visible on the center lane in the near end of the view?,Center line,A painted box around the tracks indicates the area should remain clear for train movement.,none,False,0
A_ZeroShot,17472,clip_023.mp4,Set_33,What shade is the tall building positioned on the right side of the street?,The tall building on the right side of the street is white in color.,a light gray concrete facade.,none,False,0
A_ZeroShot,17476,clip_023.mp4,Set_33,What lane marking is visible on the center lane in the near end of the view?,Center line,A painted box around the tracks indicates the area should remain clear for train movement.,none,False,0
A_ZeroShot,17487,clip_024.mp4,Set_33,What painted marking is visible on the center lane in the near end of the view?,A white cross is visible on the center lane in the near end of the view.,The tracks are surrounded by a marked keep-clear zone to help avoid blocking the crossing.,none,False,1
A_ZeroShot,17494,clip_025.mp4,Set_33,What painted symbol is visible on the center lane in the near end of the view?,X,The scene is lit by natural light.,none,False,0
A_ZeroShot,17506,clip_026.mp4,Set_33,What road marking is visible on the center lane closest part of the shot?,Center line,A painted box around the tracks indicates the area should remain clear for train movement.,none,False,0
A_ZeroShot,17512,clip_027.mp4,Set_33,What pavement marking is visible on the center lane closest part of the shot?,Centerline,A safety box is painted around the tracks to prevent vehicles from waiting in that zone.,none,False,0
A_ZeroShot,17521,clip_028.mp4,Set_33,What lane marking is visible on the center lane closest part of the shot?,Center line,The roadway shows a boxed keep-clear marking around the rails for crossing safety.,none,False,0
A_ZeroShot,17530,clip_029.mp4,Set_33,What painted marking is visible on the center lane closest part of the shot?,Center line,"A marked box outlines the rail crossing, signaling cars not to block the tracks.",none,False,0
A_ZeroShot,17545,clip_030.mp4,Set_33,What painted symbol is visible on the center lane closest part of the shot?,X,The crossing is highlighted by a boxed junction marking that discourages vehicles from stopping over the rails.,none,False,0
A_ZeroShot,17548,clip_031.mp4,Set_33,What road marking is visible on the central lane closest to the camera?,Center line,The lighting suggests the scene takes place during the day.,none,False,1
A_ZeroShot,17558,clip_032.mp4,Set_33,What pavement marking is visible on the central lane closest to the camera?,Centerline,A boxed road marking surrounds the rail crossing to keep vehicles clear when a train approaches.,none,False,0
A_ZeroShot,17566,clip_032.mp4,Set_33,How does the tall building on the right appear visually in color?,The tall building on the right appears to be white in color.,The scene is evenly lit with ambient light.,none,False,0
A_ZeroShot,17574,clip_033.mp4,Set_33,What lane marking is visible on the central lane closest to the camera?,Center line,The road marking forms a box around the tracks to prevent vehicles from waiting in that zone.,none,False,0
A_ZeroShot,17582,clip_034.mp4,Set_33,What painted marking is visible on the central lane closest to the camera?,The painted marking visible on the central lane closest to the camera is a solid white line.,The rail crossing area is boxed off to keep cars from occupying the tracks when trains pass.,none,False,1
A_ZeroShot,17595,clip_035.mp4,Set_33,What painted symbol is visible on the central lane closest to the camera?,X,The crossing is highlighted by a boxed junction marking that discourages vehicles from stopping over the rails.,none,False,0
A_ZeroShot,17603,clip_036.mp4,Set_33,What road marking is visible on the central lane nearest the camera?,Center line,The rail crossing area is boxed off so cars do not occupy the tracks when trains pass.,none,False,0
A_ZeroShot,17609,clip_037.mp4,Set_33,What painted box pattern can be seen on the lane closest to the viewer?,The painted box pattern is a diamond shape.,A painted box pattern can be seen on the lane closest to the viewer.,none,False,1
A_ZeroShot,17617,clip_037.mp4,Set_33,What coloring is visible on the tall building situated on the right side?,Gray.,The area appears sunlit.,none,False,0
A_ZeroShot,17621,clip_038.mp4,Set_33,What lane marking is visible on the central lane nearest the camera?,Center line,The roadway shows a boxed keep-clear marking around the rails for crossing safety.,none,False,0
A_ZeroShot,17636,clip_039.mp4,Set_33,What painted marking is visible on the central lane nearest the camera?,The painted marking visible on the central lane nearest the camera is a solid white line.,A painted box around the tracks indicates the area should remain clear for train movement.,none,False,0
A_ZeroShot,17639,clip_040.mp4,Set_33,Can you determine what colour is the tall building on the right side of the street?,The tall building on the right side of the street is white.,a pale neutral-toned facade.,none,False,0
A_ZeroShot,17642,clip_040.mp4,Set_33,Can you determine what large marking is visible in the middle lane nearest the camera?,"Yes, there is a large marking in the middle lane nearest to the camera.",A safety box is painted around the tracks to prevent vehicles from waiting in that zone.,none,False,1
A_ZeroShot,17649,clip_041.mp4,Set_33,Can you determine what large marking is visible in the middle lane nearest the camera ?,"Yes, there is a large marking in the middle lane nearest the camera.",The train tracks are enclosed by a keep-clear box so drivers avoid stopping on the crossing.,none,False,1
A_ZeroShot,17650,clip_041.mp4,Set_33,Is the tallest structure in view positioned on the right side of the road?,Yes,The tallest visible structure is positioned on the right side of the road.,none,False,1
A_ZeroShot,17658,clip_042.mp4,Set_33,Can you determine what large marking is visible in the middle lane nearest the camera ?,"No, I cannot determine what large marking is visible in the middle lane nearest the camera.",A boxed road marking surrounds the rail crossing to keep vehicles clear when a train approaches.,none,False,0
A_ZeroShot,17664,clip_042.mp4,Set_33,Can you determine what colour is the tall building on the right side of the street ?,The tall building on the right side of the street is white in color.,a softly colored concrete building.,none,False,0
A_ZeroShot,17673,clip_043.mp4,Set_33,Is the prominent building located beyond the tracks on the right?,Yes,The prominent building sits on the right beyond the track area.,none,False,1
A_ZeroShot,17676,clip_043.mp4,Set_33,Can you determine what large marking is visible in the middle lane nearest the camera ?,"Yes, there is a large marking in the middle lane nearest to the camera.",A painted box around the tracks indicates the area should remain clear for train movement.,none,False,1
A_ZeroShot,17679,clip_044.mp4,Set_33,Can you determine what colour is the tall building on the right side of the street ?,The tall building on the right side of the street is white in color.,a pale neutral-toned facade.,none,False,0
A_ZeroShot,17685,clip_044.mp4,Set_33,Can you determine what large marking is visible in the middle lane nearest the camera ?,"Yes, there is a large marking in the middle lane nearest the camera.",The crossing is highlighted by a boxed junction marking that discourages vehicles from stopping over the rails.,none,False,1
A_ZeroShot,17688,clip_045.mp4,Set_33,Is the right-side building set back behind the roadway rather than next to the curb?,Yes,The building is set back behind the roadway rather than beside the near curb.,none,False,1
A_ZeroShot,17697,clip_045.mp4,Set_33,Can you determine what large marking is visible in the middle lane nearest the camera ?,"Yes, there is a large marking in the middle lane nearest the camera.",The tracks are surrounded by a marked keep-clear zone to help avoid blocking the crossing.,none,False,1
A_ZeroShot,17699,clip_046.mp4,Set_33,What large boxed marking is visible in the middle lane near the bottom of the frame?,"The large boxed marking visible in the middle lane near the bottom of the frame is a ""STOP"" sign.",A large boxed marking is visible in the middle lane near the bottom of the frame.,none,False,1
A_ZeroShot,17711,clip_047.mp4,Set_33,Can you determine what large marking is visible in the middle lane nearest the camera ?,"No, I cannot determine what large marking is visible in the middle lane nearest the camera.",A boxed junction marking highlights the rail crossing and discourages vehicles from stopping there.,none,False,0
A_ZeroShot,17717,clip_047.mp4,Set_33,Is the most noticeable building in the frame on the far right side?,No,The most noticeable building appears on the far right side of the frame.,none,False,0
A_ZeroShot,17718,clip_048.mp4,Set_33,Can you determine what colour is the tall building on the right side of the street ?,The tall building on the right side of the street is white in color.,a light concrete-colored exterior.,none,False,0
A_ZeroShot,17731,clip_049.mp4,Set_33,Does a vertical beige structure occupy the upper-right portion of the image?,Yes,A beige vertical structure occupies the upper-right part of the image.,none,False,1
A_ZeroShot,17743,clip_050.mp4,Set_33,Can you determine what colour is the tall building on the right side of the street ?,The tall building on the right side of the street is grey in color.,a neutral-colored exterior surface.,none,False,1
A_ZeroShot,17745,clip_050.mp4,Set_33,What painted symbol is visible on the central lane nearest the camera?,The painted symbol visible on the central lane nearest the camera is a crosswalk.,The crossing is highlighted by a boxed junction marking that discourages vehicles from stopping over the rails.,none,False,0
A_ZeroShot,17748,clip_051.mp4,Set_33,What road marking is visible on the central lane near the camera?,The road marking visible on the central lane near the camera is a solid white line.,A boxed road marking surrounds the rail crossing to keep vehicles clear when a train approaches.,none,False,0
A_ZeroShot,17754,clip_051.mp4,Set_33,Does the right background contain a taller structure than the nearby surroundings?,Yes,The right background contains a structure taller than nearby surroundings.,none,False,1
A_ZeroShot,17761,clip_052.mp4,Set_33,Can you determine what colour is the tall building on the right side of the street ?,The tall building on the right side of the street is white in color.,a muted concrete-toned structure.,none,False,0
A_ZeroShot,17765,clip_052.mp4,Set_33,What road marking is painted on the central lane close to the camera position?,Center line, A boxed road marking is painted on the central lane close to the camera position.,none,False,0
A_ZeroShot,17769,clip_053.mp4,Set_33,Is the background building on the right farther away than the passing vehicles?,Yes,The building on the right is farther away than the passing vehicles.,none,False,1
A_ZeroShot,17771,clip_053.mp4,Set_33,What lane marking is visible on the central lane near the camera?,The lane marking visible on the central lane near the camera is a solid white line.,The roadway shows a boxed keep-clear marking around the rails for crossing safety.,none,False,0
A_ZeroShot,17779,clip_054.mp4,Set_33,What painted marking is visible on the central lane near the camera?,The painted marking visible on the central lane near the camera is a solid white line.,The train tracks are enclosed by a keep-clear box so drivers avoid stopping on the crossing.,none,False,1
A_ZeroShot,17787,clip_054.mp4,Set_33,Can you determine what colour is the tall building on the right side of the street ?,The tall building on the right side of the street is white in color.,a subdued concrete-colored facade.,none,False,0
A_ZeroShot,17790,clip_055.mp4,Set_33,Is the rightmost background building visibly taller than the cars and lane markings?,Yes,The rightmost background building is visibly taller than the cars and lane markings.,none,False,1
A_ZeroShot,17795,clip_055.mp4,Set_33,What painted symbol is visible on the central lane near the camera?,The painted symbol visible on the central lane near the camera is a solid yellow line.,The crossing is highlighted by a boxed junction marking that discourages vehicles from stopping over the rails.,none,False,0
A_ZeroShot,17803,clip_056.mp4,Set_33,What road marking is visible on the central lane at the front of the frame?,The road marking visible on the central lane at the front of the frame is a solid white line.,The rail crossing area is boxed off so cars do not occupy the tracks when trains pass.,none,False,1
A_ZeroShot,17811,clip_057.mp4,Set_33,What pavement marking is visible on the central lane at the front of the frame?,Center line,The roadway shows a boxed keep-clear marking around the rails for crossing safety.,none,False,0
A_ZeroShot,17812,clip_057.mp4,Set_33,Does the far-right portion of the frame contain a tall beige building?,Yes,The far-right portion of the frame contains a tall beige building.,none,False,1
A_ZeroShot,17818,clip_058.mp4,Set_33,What lane marking is visible on the central lane at the front of the frame?,Center line,The lighting suggests the scene takes place during the day.,none,False,1
A_ZeroShot,17825,clip_058.mp4,Set_33,Can you determine what colour is the tall building on the right side of the street ?,The tall building on the right side of the street is grey in color.,a pale gray-toned structure.,none,False,1
A_ZeroShot,17834,clip_059.mp4,Set_33,Is the large background structure anchored to the right side of the scene?,No,The large background structure is anchored on the right side of the scene.,none,False,0
A_ZeroShot,17836,clip_059.mp4,Set_33,What painted marking is visible on the central lane at the front of the frame?,A crosswalk is visible on the central lane at the front of the frame.,A painted box around the tracks indicates the area should remain clear for train movement.,none,False,0
A_ZeroShot,17845,clip_060.mp4,Set_33,What painted symbol is visible on the central lane at the front of the frame?,X,The crossing is highlighted by a boxed junction marking that discourages vehicles from stopping over the rails.,none,False,0
A_ZeroShot,17846,clip_060.mp4,Set_33,Can you determine what colour is the tall building on the right side of the street ?,The tall building on the right side of the street is white in color.,a light-toned urban building.,none,False,0
A_ZeroShot,17854,clip_061.mp4,Set_33,What road marking is visible on the central lane in the near end of the view?,Center line,A rectangular keep-clear marking surrounds the tracks to keep the crossing unobstructed.,none,False,0
A_ZeroShot,17857,clip_061.mp4,Set_33,"At 00:02, is the tall building still visible above the road on the right?",yes,The tall building remains visible above the roadway on the right at that time.,none,False,1
A_ZeroShot,17866,clip_062.mp4,Set_33,What pavement marking is visible on the central lane in the near end of the view?,Center line,A painted box around the tracks indicates the area should remain clear for train movement.,none,False,0
A_ZeroShot,17869,clip_063.mp4,Set_33,Does the back-right area show a fixed building rising above smaller elements?,Yes,The back-right area shows a fixed building rising above smaller elements.,none,False,1
A_ZeroShot,17877,clip_063.mp4,Set_33,What lane marking is visible on the central lane in the near end of the view?,Center line,The tracks are surrounded by a marked keep-clear zone to help avoid blocking the crossing.,none,False,1
A_ZeroShot,17879,clip_064.mp4,Set_33,What painted marking is visible on the central lane in the near end of the view?,A white arrow is painted on the central lane in the near end of the view.,A boxed pavement marking appears in the near section of the central lane.,none,False,0
A_ZeroShot,17894,clip_065.mp4,Set_33,What painted symbol is visible on the central lane in the near end of the view?,X,A rectangular keep-clear marking surrounds the tracks to keep the crossing unobstructed.,none,False,0
A_ZeroShot,17895,clip_065.mp4,Set_33,Is the right-side building farther back than the intersection and moving traffic?,Yes,The right-side building sits farther back than the intersection and moving vehicles.,none,False,1
A_ZeroShot,17903,clip_066.mp4,Set_33,What road marking is visible on the central lane closest part of the shot?,Center line,The rail crossing area is boxed off so cars do not occupy the tracks when trains pass.,none,False,0
A_ZeroShot,17912,clip_067.mp4,Set_33,What pavement marking is visible on the central lane closest part of the shot?,Center line,A safety box is painted around the tracks to prevent vehicles from waiting in that zone.,none,False,0
A_ZeroShot,17917,clip_067.mp4,Set_33,"At 00:03, can the tall structure on the right still be identified clearly?",Yes,The tall structure on the right is still clearly identifiable then.,none,False,1
A_ZeroShot,17918,clip_068.mp4,Set_33,"Can you determine in this clip, what distinguishing feature does the right lane have?",The right lane has a solid white line.,The right lane is used by vehicles moving away from the camera.,none,False,0
A_ZeroShot,17920,clip_068.mp4,Set_33,Can you determine what colour is the tall building on the right side of the street ?,The tall building on the right side of the street is grey in color.,a light stone-colored building.,none,False,0
A_ZeroShot,17928,clip_069.mp4,Set_33,Does the scene place a tall building in the right background rather than the center?,Yes,A tall building is placed in the right background rather than the center.,none,False,1
A_ZeroShot,17937,clip_069.mp4,Set_33,What lane marking is visible on the central lane closest part of the shot?,Center line,The lighting conditions appear bright and clear.,none,False,1
A_ZeroShot,17946,clip_070.mp4,Set_33,What painted marking is visible on the central lane closest part of the shot?,Center line,A painted box around the tracks indicates the area should remain clear for train movement.,none,False,0
A_ZeroShot,17948,clip_071.mp4,Set_33,Is a beige multi-story structure visible to the right of the roadway?,Yes,A beige multi-story structure is visible to the right of the roadway.,none,False,1
A_ZeroShot,17957,clip_071.mp4,Set_33,What painted symbol is visible on the central lane closest part of the shot?,X,The tracks are surrounded by a marked keep-clear zone to help avoid blocking the crossing.,none,False,0
A_ZeroShot,17962,clip_073.mp4,Set_33,What road marking is visible on the middle lane closest to the camera?,The road marking visible on the middle lane closest to the camera is a solid white line.,A safety box is painted around the tracks to prevent vehicles from waiting in that zone.,none,False,0
A_ZeroShot,17969,clip_074.mp4,Set_33,"Can you determine in this clip, where are the train tracks located relative to the camera?",The train tracks are located to the left of the camera.,The tracks cross the road a short distance ahead of the camera.,none,False,0
A_ZeroShot,17970,clip_074.mp4,Set_33,What pavement marking is visible on the middle lane closest to the camera?,The pavement marking visible on the middle lane closest to the camera is a solid white line.,"A marked box outlines the rail crossing, signaling cars not to block the tracks.",none,False,0
A_ZeroShot,17976,clip_074.mp4,Set_33,"At 00:02, does the building on the right remain visible behind the street?",yes,The building on the right remains visible behind the street at that point.,none,False,1
A_ZeroShot,17985,clip_075.mp4,Set_33,What lane marking is visible on the middle lane closest to the camera?,Center line,The crossing is highlighted by a boxed junction marking that discourages vehicles from stopping over the rails.,none,False,0
A_ZeroShot,17987,clip_075.mp4,Set_33,Can you determine what suggests the building is not a residence?,"The building has many floors and is surrounded by other buildings, which suggests it is not a residence.",The building’s size and design suggest it is used for commercial purposes.,none,False,1
A_ZeroShot,17988,clip_076.mp4,Set_33,What painted marking is visible on the middle lane closest to the camera?,The painted marking visible on the middle lane closest to the camera is a solid white line.,The scene is brightly lit with natural light.,none,False,1
A_ZeroShot,17995,clip_076.mp4,Set_33,Does the far-right background include the tallest built structure in the frame?,Yes,The far-right background includes the tallest built structure in the frame.,none,False,1
A_ZeroShot,15699,clip_000.mp4,Set_34,Can you name the paint marking is located on the center lane at the bottom of the view?,X,A white boxed keep-clear marking surrounds the train tracks there.,none,False,0
A_ZeroShot,15700,clip_000.mp4,Set_34,What color is the tower on the right side?,The tower on the right side is brown in color.,It appears taupe.,none,False,0
A_ZeroShot,15709,clip_001.mp4,Set_34,Can you name the painted graphic is on the road's center closest to the camera?,No.,The area around the tracks is marked with a white keep-clear box.,none,False,1
A_ZeroShot,15710,clip_001.mp4,Set_34,What colour is the large structure on the right hand side?,The large structure on the right hand side is white in color.,The building looks taupe in colour.,none,False,0
A_ZeroShot,15719,clip_002.mp4,Set_34,Identify the painted shape is on the road's center in the foreground?,X,A white box-style crossing marking is painted around the tracks.,none,False,0
A_ZeroShot,15720,clip_002.mp4,Set_34,What hue does the large structure on the right side?,The large structure on the right side is white in color.,It has a stone-colored appearance.,none,False,0
A_ZeroShot,15729,clip_003.mp4,Set_34,Identify the shape is located on the road's center near the camera?,X,The tracks are enclosed by a white keep-clear road marking.,none,False,1
A_ZeroShot,15730,clip_003.mp4,Set_34,What is the color of does the edifice situated on the right?,The edifice situated on the right is white in color.,The structure appears greige.,none,False,0
A_ZeroShot,15739,clip_004.mp4,Set_34,Describe the road marking is located in the middle of the road at the bottom of the view?,The road marking is a solid white line.,A white boxed marking is painted around the rail crossing area.,none,False,0
A_ZeroShot,15740,clip_004.mp4,Set_34,What colour is the tall structure on the right side?,The tall structure on the right side of the image is grey in color.,It looks concrete-toned.,none,False,1
A_ZeroShot,15749,clip_005.mp4,Set_34,Can you name the symbol is located in the middle of the road at the bottom of the view?,"No, I cannot name the symbol located in the middle of the road at the bottom of the view.",The crossing zone is outlined by a white box marking around the tracks.,none,False,0
A_ZeroShot,15750,clip_005.mp4,Set_34,What hue does the building located on the right?,The building located on the right is white in color.,The visible colour is a muted beige.,none,False,0
A_ZeroShot,15759,clip_006.mp4,Set_34,Can you name the painted marking is in the middle of the road close to us?,No.,A white keep-clear box is painted where the train tracks cross the road.,none,False,0
A_ZeroShot,15760,clip_006.mp4,Set_34,What color is the tall structure located on the right?,The tall structure located on the right is white in color.,It has a warm gray tone.,none,False,0
A_ZeroShot,15769,clip_007.mp4,Set_34,What visible shape is in the middle of the road closest to the camera?,A diamond shape.,The road shows a boxed white crossing marking around the tracks.,none,False,1
A_ZeroShot,15770,clip_007.mp4,Set_34,What is the color of appears to be the edifice on the right?,White,The building appears cool beige.,none,False,0
A_ZeroShot,15779,clip_008.mp4,Set_34,Describe the white shape is in the central lane at the bottom of the view?,The white shape is a crosswalk.,A white painted box surrounds the track area to keep it clear.,none,False,0
A_ZeroShot,15780,clip_008.mp4,Set_34,What colour is the tall building situated on the right?,The tall building situated on the right is white in color.,It looks like a sandy taupe shade.,none,False,0
A_ZeroShot,15789,clip_009.mp4,Set_34,Can you name the large symbol is on the center lane closest to the camera?,"No, I cannot name the large symbol in the center lane closest to the camera.",The track crossing is marked by a white boxed keep-clear symbol.,none,False,1
A_ZeroShot,15790,clip_009.mp4,Set_34,What colour appears to be the high-rise situated on the right?,The high-rise situated on the right is grey in color.,The structure has a dusty beige tone.,none,False,0
A_ZeroShot,15799,clip_010.mp4,Set_34,Describe the huge graphic is in the middle lane near the camera?,There is no huge graphic in the middle lane near the camera.,A white box marking is painted around the tracks to indicate the crossing zone.,none,False,0
A_ZeroShot,15800,clip_010.mp4,Set_34,What is the color of is the edifice to the right?,The edifice to the right is white in color.,It appears light stone in colour.,none,False,0
A_ZeroShot,15809,clip_011.mp4,Set_34,Describe the graphic is located in the central lane in the immediate foreground?,There is a yellow sign in the central lane in the immediate foreground.,The pavement around the tracks is marked with a boxed white keep-clear area.,none,False,1
A_ZeroShot,15810,clip_011.mp4,Set_34,What color is the building to the right?,Gray,The building looks ash-beige.,none,False,0
A_ZeroShot,15819,clip_012.mp4,Set_34,Identify the shape is located on the center lane at the bottom of the view?,triangle,A white crossing box is painted around the train tracks there.,none,False,0
A_ZeroShot,15820,clip_012.mp4,Set_34,What colour does the large structure on the right side?,The large structure on the right side is grey in color.,It has a neutral stone colour.,none,False,1
