condition,question_id,video_id,set,question,generated_answer,actual_answer,kg_components,kg_hint_used,judge_score
A_FT,17685,clip_044.mp4,Set_33,Can you determine what large marking is visible in the middle lane nearest the camera ?,"Yes, there is a large marking in the middle lane nearest the camera.",The crossing is highlighted by a boxed junction marking that discourages vehicles from stopping over the rails.,none,False,1
A_FT,17688,clip_045.mp4,Set_33,Is the right-side building set back behind the roadway rather than next to the curb?,Yes,The building is set back behind the roadway rather than beside the near curb.,none,False,1
A_FT,17697,clip_045.mp4,Set_33,Can you determine what large marking is visible in the middle lane nearest the camera ?,no,The tracks are surrounded by a marked keep-clear zone to help avoid blocking the crossing.,none,False,1
A_FT,17699,clip_046.mp4,Set_33,What large boxed marking is visible in the middle lane near the bottom of the frame?,HAYDON,A large boxed marking is visible in the middle lane near the bottom of the frame.,none,False,0
A_FT,17711,clip_047.mp4,Set_33,Can you determine what large marking is visible in the middle lane nearest the camera ?,no,A boxed junction marking highlights the rail crossing and discourages vehicles from stopping there.,none,False,0
A_FT,17717,clip_047.mp4,Set_33,Is the most noticeable building in the frame on the far right side?,No,The most noticeable building appears on the far right side of the frame.,none,False,0
A_FT,17718,clip_048.mp4,Set_33,Can you determine what colour is the tall building on the right side of the street ?,The tall building on the right side of the street is white in color.,a light concrete-colored exterior.,none,False,0
A_FT,17731,clip_049.mp4,Set_33,Does a vertical beige structure occupy the upper-right portion of the image?,Yes,A beige vertical structure occupies the upper-right part of the image.,none,False,1
A_FT,17743,clip_050.mp4,Set_33,Can you determine what colour is the tall building on the right side of the street ?,The tall building on the right side of the street is grey in color.,a neutral-colored exterior surface.,none,False,1
A_FT,17745,clip_050.mp4,Set_33,What painted symbol is visible on the central lane nearest the camera?,The painted symbol visible on the central lane nearest the camera is a crosswalk.,The crossing is highlighted by a boxed junction marking that discourages vehicles from stopping over the rails.,none,False,0
A_FT,17748,clip_051.mp4,Set_33,What road marking is visible on the central lane near the camera?,Center line,A boxed road marking surrounds the rail crossing to keep vehicles clear when a train approaches.,none,False,0
A_FT,17754,clip_051.mp4,Set_33,Does the right background contain a taller structure than the nearby surroundings?,Yes,The right background contains a structure taller than nearby surroundings.,none,False,1
A_FT,17761,clip_052.mp4,Set_33,Can you determine what colour is the tall building on the right side of the street ?,The tall building on the right side of the street is grey in color.,a muted concrete-toned structure.,none,False,1
A_FT,17765,clip_052.mp4,Set_33,What road marking is painted on the central lane close to the camera position?,Center line, A boxed road marking is painted on the central lane close to the camera position.,none,False,0
A_FT,17769,clip_053.mp4,Set_33,Is the background building on the right farther away than the passing vehicles?,Yes,The building on the right is farther away than the passing vehicles.,none,False,1
A_FT,17771,clip_053.mp4,Set_33,What lane marking is visible on the central lane near the camera?,Center line,The roadway shows a boxed keep-clear marking around the rails for crossing safety.,none,False,0
A_FT,17779,clip_054.mp4,Set_33,What painted marking is visible on the central lane near the camera?,The painted marking visible on the central lane near the camera is a solid white line.,The train tracks are enclosed by a keep-clear box so drivers avoid stopping on the crossing.,none,False,1
A_FT,17787,clip_054.mp4,Set_33,Can you determine what colour is the tall building on the right side of the street ?,The tall building on the right side of the street is white in color.,a subdued concrete-colored facade.,none,False,0
A_FT,17790,clip_055.mp4,Set_33,Is the rightmost background building visibly taller than the cars and lane markings?,yes,The rightmost background building is visibly taller than the cars and lane markings.,none,False,1
A_FT,17795,clip_055.mp4,Set_33,What painted symbol is visible on the central lane near the camera?,The painted symbol visible on the central lane near the camera is a solid yellow line.,The crossing is highlighted by a boxed junction marking that discourages vehicles from stopping over the rails.,none,False,0
A_FT,17803,clip_056.mp4,Set_33,What road marking is visible on the central lane at the front of the frame?,Center line,The rail crossing area is boxed off so cars do not occupy the tracks when trains pass.,none,False,0
A_FT,17811,clip_057.mp4,Set_33,What pavement marking is visible on the central lane at the front of the frame?,Center line,The roadway shows a boxed keep-clear marking around the rails for crossing safety.,none,False,0
A_FT,17812,clip_057.mp4,Set_33,Does the far-right portion of the frame contain a tall beige building?,Yes,The far-right portion of the frame contains a tall beige building.,none,False,1
A_FT,17818,clip_058.mp4,Set_33,What lane marking is visible on the central lane at the front of the frame?,Center line,The lighting suggests the scene takes place during the day.,none,False,1
A_FT,17825,clip_058.mp4,Set_33,Can you determine what colour is the tall building on the right side of the street ?,The tall building on the right side of the street is grey in color.,a pale gray-toned structure.,none,False,1
A_FT,17834,clip_059.mp4,Set_33,Is the large background structure anchored to the right side of the scene?,No,The large background structure is anchored on the right side of the scene.,none,False,0
A_FT,17836,clip_059.mp4,Set_33,What painted marking is visible on the central lane at the front of the frame?,A crosswalk is visible on the central lane at the front of the frame.,A painted box around the tracks indicates the area should remain clear for train movement.,none,False,0
A_FT,17845,clip_060.mp4,Set_33,What painted symbol is visible on the central lane at the front of the frame?,X,The crossing is highlighted by a boxed junction marking that discourages vehicles from stopping over the rails.,none,False,0
A_FT,17846,clip_060.mp4,Set_33,Can you determine what colour is the tall building on the right side of the street ?,The tall building on the right side of the street is grey in color.,a light-toned urban building.,none,False,1
A_FT,17854,clip_061.mp4,Set_33,What road marking is visible on the central lane in the near end of the view?,Center line,A rectangular keep-clear marking surrounds the tracks to keep the crossing unobstructed.,none,False,0
A_FT,17857,clip_061.mp4,Set_33,"At 00:02, is the tall building still visible above the road on the right?",yes,The tall building remains visible above the roadway on the right at that time.,none,False,1
A_FT,17866,clip_062.mp4,Set_33,What pavement marking is visible on the central lane in the near end of the view?,Center line,A painted box around the tracks indicates the area should remain clear for train movement.,none,False,0
A_FT,17869,clip_063.mp4,Set_33,Does the back-right area show a fixed building rising above smaller elements?,Yes,The back-right area shows a fixed building rising above smaller elements.,none,False,1
A_FT,17877,clip_063.mp4,Set_33,What lane marking is visible on the central lane in the near end of the view?,Center line,The tracks are surrounded by a marked keep-clear zone to help avoid blocking the crossing.,none,False,1
A_FT,17879,clip_064.mp4,Set_33,What painted marking is visible on the central lane in the near end of the view?,A white arrow is painted on the central lane in the near end of the view.,A boxed pavement marking appears in the near section of the central lane.,none,False,0
A_FT,17894,clip_065.mp4,Set_33,What painted symbol is visible on the central lane in the near end of the view?,X,A rectangular keep-clear marking surrounds the tracks to keep the crossing unobstructed.,none,False,0
A_FT,17895,clip_065.mp4,Set_33,Is the right-side building farther back than the intersection and moving traffic?,Yes,The right-side building sits farther back than the intersection and moving vehicles.,none,False,1
A_FT,17903,clip_066.mp4,Set_33,What road marking is visible on the central lane closest part of the shot?,Center line,The rail crossing area is boxed off so cars do not occupy the tracks when trains pass.,none,False,0
A_FT,17912,clip_067.mp4,Set_33,What pavement marking is visible on the central lane closest part of the shot?,Center line,A safety box is painted around the tracks to prevent vehicles from waiting in that zone.,none,False,0
A_FT,17917,clip_067.mp4,Set_33,"At 00:03, can the tall structure on the right still be identified clearly?",Yes,The tall structure on the right is still clearly identifiable then.,none,False,1
A_FT,17918,clip_068.mp4,Set_33,"Can you determine in this clip, what distinguishing feature does the right lane have?",The right lane has a solid white line,The right lane is used by vehicles moving away from the camera.,none,False,0
A_FT,17920,clip_068.mp4,Set_33,Can you determine what colour is the tall building on the right side of the street ?,The tall building on the right side of the street is grey in color.,a light stone-colored building.,none,False,0
A_FT,17928,clip_069.mp4,Set_33,Does the scene place a tall building in the right background rather than the center?,Yes,A tall building is placed in the right background rather than the center.,none,False,1
A_FT,17937,clip_069.mp4,Set_33,What lane marking is visible on the central lane closest part of the shot?,Center line,The lighting conditions appear bright and clear.,none,False,1
A_FT,17946,clip_070.mp4,Set_33,What painted marking is visible on the central lane closest part of the shot?,Center line,A painted box around the tracks indicates the area should remain clear for train movement.,none,False,0
A_FT,17948,clip_071.mp4,Set_33,Is a beige multi-story structure visible to the right of the roadway?,Yes,A beige multi-story structure is visible to the right of the roadway.,none,False,1
A_FT,17957,clip_071.mp4,Set_33,What painted symbol is visible on the central lane closest part of the shot?,X,The tracks are surrounded by a marked keep-clear zone to help avoid blocking the crossing.,none,False,0
A_FT,17962,clip_073.mp4,Set_33,What road marking is visible on the middle lane closest to the camera?,Center line,A safety box is painted around the tracks to prevent vehicles from waiting in that zone.,none,False,0
A_FT,17969,clip_074.mp4,Set_33,"Can you determine in this clip, where are the train tracks located relative to the camera?",The train tracks are located to the left of the camera.,The tracks cross the road a short distance ahead of the camera.,none,False,0
A_FT,17970,clip_074.mp4,Set_33,What pavement marking is visible on the middle lane closest to the camera?,Center line,"A marked box outlines the rail crossing, signaling cars not to block the tracks.",none,False,0
A_FT,17976,clip_074.mp4,Set_33,"At 00:02, does the building on the right remain visible behind the street?",yes,The building on the right remains visible behind the street at that point.,none,False,1
A_FT,17985,clip_075.mp4,Set_33,What lane marking is visible on the middle lane closest to the camera?,Center line,The crossing is highlighted by a boxed junction marking that discourages vehicles from stopping over the rails.,none,False,0
A_FT,17987,clip_075.mp4,Set_33,Can you determine what suggests the building is not a residence?,the building is not a residence,The building’s size and design suggest it is used for commercial purposes.,none,False,0
A_FT,17988,clip_076.mp4,Set_33,What painted marking is visible on the middle lane closest to the camera?,The painted marking visible on the middle lane closest to the camera is a solid white line.,The scene is brightly lit with natural light.,none,False,1
A_FT,17995,clip_076.mp4,Set_33,Does the far-right background include the tallest built structure in the frame?,Yes,The far-right background includes the tallest built structure in the frame.,none,False,1
A_FT,15699,clip_000.mp4,Set_34,Can you name the paint marking is located on the center lane at the bottom of the view?,X,A white boxed keep-clear marking surrounds the train tracks there.,none,False,0
A_FT,15700,clip_000.mp4,Set_34,What color is the tower on the right side?,The tower on the right side is brown in color.,It appears taupe.,none,False,0
A_FT,15709,clip_001.mp4,Set_34,Can you name the painted graphic is on the road's center closest to the camera?,X,The area around the tracks is marked with a white keep-clear box.,none,False,0
A_FT,15710,clip_001.mp4,Set_34,What colour is the large structure on the right hand side?,White,The building looks taupe in colour.,none,False,0
A_FT,15719,clip_002.mp4,Set_34,Identify the painted shape is on the road's center in the foreground?,X,A white box-style crossing marking is painted around the tracks.,none,False,0
A_FT,15720,clip_002.mp4,Set_34,What hue does the large structure on the right side?,The large structure on the right side is white in color.,It has a stone-colored appearance.,none,False,0
A_FT,15729,clip_003.mp4,Set_34,Identify the shape is located on the road's center near the camera?,triangle,The tracks are enclosed by a white keep-clear road marking.,none,False,0
A_FT,15730,clip_003.mp4,Set_34,What is the color of does the edifice situated on the right?,White,The structure appears greige.,none,False,0
A_FT,15739,clip_004.mp4,Set_34,Describe the road marking is located in the middle of the road at the bottom of the view?,The road marking is a solid white line.,A white boxed marking is painted around the rail crossing area.,none,False,0
A_FT,15740,clip_004.mp4,Set_34,What colour is the tall structure on the right side?,The tall structure on the right side is grey in color.,It looks concrete-toned.,none,False,1
A_FT,15749,clip_005.mp4,Set_34,Can you name the symbol is located in the middle of the road at the bottom of the view?,No symbol is visible in the middle of the road.,The crossing zone is outlined by a white box marking around the tracks.,none,False,0
A_FT,15750,clip_005.mp4,Set_34,What hue does the building located on the right?,The building located on the right is white in color.,The visible colour is a muted beige.,none,False,0
A_FT,15759,clip_006.mp4,Set_34,Can you name the painted marking is in the middle of the road close to us?,No.,A white keep-clear box is painted where the train tracks cross the road.,none,False,0
A_FT,15760,clip_006.mp4,Set_34,What color is the tall structure located on the right?,The tall structure located on the right is white in color.,It has a warm gray tone.,none,False,0
A_FT,15769,clip_007.mp4,Set_34,What visible shape is in the middle of the road closest to the camera?,square,The road shows a boxed white crossing marking around the tracks.,none,False,1
A_FT,15770,clip_007.mp4,Set_34,What is the color of appears to be the edifice on the right?,The edifice on the right is white in color.,The building appears cool beige.,none,False,0
A_FT,15779,clip_008.mp4,Set_34,Describe the white shape is in the central lane at the bottom of the view?,The white shape is a crosswalk.,A white painted box surrounds the track area to keep it clear.,none,False,0
A_FT,15780,clip_008.mp4,Set_34,What colour is the tall building situated on the right?,The tall building situated on the right is white in color.,It looks like a sandy taupe shade.,none,False,0
A_FT,15789,clip_009.mp4,Set_34,Can you name the large symbol is on the center lane closest to the camera?,no,The track crossing is marked by a white boxed keep-clear symbol.,none,False,0
A_FT,15790,clip_009.mp4,Set_34,What colour appears to be the high-rise situated on the right?,The high-rise situated on the right is grey in color.,The structure has a dusty beige tone.,none,False,0
A_FT,15799,clip_010.mp4,Set_34,Describe the huge graphic is in the middle lane near the camera?,There is no huge graphic in the middle lane near the camera.,A white box marking is painted around the tracks to indicate the crossing zone.,none,False,0
A_FT,15800,clip_010.mp4,Set_34,What is the color of is the edifice to the right?,The edifice to the right is white in color.,It appears light stone in colour.,none,False,0
A_FT,15809,clip_011.mp4,Set_34,Describe the graphic is located in the central lane in the immediate foreground?,There is a yellow sign in the central lane in the immediate foreground.,The pavement around the tracks is marked with a boxed white keep-clear area.,none,False,1
A_FT,15810,clip_011.mp4,Set_34,What color is the building to the right?,Gray,The building looks ash-beige.,none,False,0
A_FT,15819,clip_012.mp4,Set_34,Identify the shape is located on the center lane at the bottom of the view?,triangle,A white crossing box is painted around the train tracks there.,none,False,0
A_FT,15820,clip_012.mp4,Set_34,What colour does the large structure on the right side?,The large structure on the right side is grey in color.,It has a neutral stone colour.,none,False,1
A_FT,15829,clip_013.mp4,Set_34,Identify the major paint marking is in the middle of the road near the camera?,Center line,The rail crossing area is highlighted by a white boxed road marking.,none,False,0
A_FT,15830,clip_013.mp4,Set_34,What shade is the edifice on the right?,The edifice on the right is white in color.,The visible tone is closer to gray-tan.,none,False,0
A_FT,15839,clip_014.mp4,Set_34,Describe the symbol is located in the middle of the road closest to the camera?,The symbol is a yellow diamond shaped sign with black letters and numbers.,A white painted keep-clear box surrounds the tracks.,none,False,0
A_FT,15840,clip_014.mp4,Set_34,What colour appears to be the high-rise to the right?,The high-rise to the right is white in color.,It appears pale taupe.,none,False,0
A_FT,15849,clip_015.mp4,Set_34,What prominent symbol is in the middle lane near the camera?,The prominent symbol in the middle lane near the camera is a yellow diamond-shaped sign.,The roadway around the tracks is marked by a white crossing box.,none,False,0
A_FT,15850,clip_015.mp4,Set_34,What shade is the building on the right?,Black,The structure looks weathered beige.,none,False,0
A_FT,15859,clip_016.mp4,Set_34,Which symbol is located in the central lane near the camera?,The symbol located in the central lane near the camera is a yellow diamond-shaped sign.,A boxed white road marking indicates the keep-clear area over the tracks.,none,False,0
A_FT,15860,clip_016.mp4,Set_34,What color is the edifice on the right side?,White,It has a cement-colored appearance.,none,False,0
A_FT,15869,clip_017.mp4,Set_34,Can you name the graphic is located on the center lane near the camera?,No.,The train crossing is outlined with a white painted box marking.,none,False,0
A_FT,15870,clip_017.mp4,Set_34,What colour does the tower on the right side?,The tower on the right side is grey in color.,The building appears soft taupe.,none,False,0
A_FT,15879,clip_018.mp4,Set_34,Which paint marking is located on the road's center at the bottom of the view?,Center line,A white box marking defines the area around the tracks.,none,False,0
A_FT,15880,clip_018.mp4,Set_34,What hue is the building situated on the right?,The building situated on the right is white in color.,It looks like a faded beige tone.,none,False,0
A_FT,15889,clip_019.mp4,Set_34,What prominent paint marking is in the middle of the road at the bottom of the view?,A crosswalk is painted in the middle of the road at the bottom of the view.,The road marking there is a white keep-clear box around the rails.,none,False,0
A_FT,15890,clip_019.mp4,Set_34,What is the color of does the building located on the right?,The building located on the right is black.,The colour comes across as earthy gray.,none,False,0
